Datei,Shot,Von,Nach,Delta
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035754_3f9f.json,6,4,1,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035754_3f9f.json,10,3,1,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035754_3f9f.json,12,0,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035754_3f9f.json,13,2,0,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035754_3f9f.json,14,0,3,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035754_84b8.json,3,1,3,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035754_84b8.json,4,3,0,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035754_84b8.json,6,0,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035754_84b8.json,10,3,0,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035754_84b8.json,11,0,2,2
quantum_log_Cortex Creativus_act_nq4_20250418035754_78ba.json,2,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035754_78ba.json,3,1,3,2
quantum_log_Cortex Creativus_act_nq4_20250418035754_78ba.json,8,4,0,4
quantum_log_Cortex Creativus_act_nq4_20250418035754_78ba.json,9,0,3,3
quantum_log_Simulatrix Neuralis_act_nq4_20250418035754_2c53.json,1,4,2,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035754_2c53.json,3,3,1,2
quantum_log_Cortex Criticus_act_nq4_20250418035754_e109.json,1,3,1,2
quantum_log_Cortex Criticus_act_nq4_20250418035754_e109.json,2,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035754_e109.json,8,4,1,3
quantum_log_Cortex Criticus_act_nq4_20250418035754_e109.json,9,1,4,3
quantum_log_Cortex Criticus_act_nq4_20250418035754_e109.json,10,4,2,2
quantum_log_Cortex Criticus_act_nq4_20250418035754_e109.json,14,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035755_d275.json,1,0,3,3
quantum_log_Limbus Affektus_act_nq4_20250418035755_d275.json,2,3,0,3
quantum_log_Limbus Affektus_act_nq4_20250418035755_d275.json,3,0,2,2
quantum_log_Limbus Affektus_act_nq4_20250418035755_d275.json,6,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035755_d275.json,11,2,4,2
quantum_log_Limbus Affektus_act_nq4_20250418035755_d275.json,12,4,1,3
quantum_log_Meta Cognitio_act_nq4_20250418035755_38cc.json,1,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035755_38cc.json,3,1,4,3
quantum_log_Meta Cognitio_act_nq4_20250418035755_38cc.json,4,4,2,2
quantum_log_Meta Cognitio_act_nq4_20250418035755_38cc.json,7,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035755_38cc.json,9,2,0,2
quantum_log_Meta Cognitio_act_nq4_20250418035755_38cc.json,13,2,0,2
quantum_log_Meta Cognitio_act_nq4_20250418035755_38cc.json,14,0,3,3
quantum_log_Cortex Socialis_act_nq4_20250418035755_bb6f.json,10,2,0,2
quantum_log_Cortex Socialis_act_nq4_20250418035755_bb6f.json,11,0,2,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035755_4df1.json,1,0,3,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035755_4df1.json,2,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035755_4df1.json,3,1,4,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035755_4df1.json,4,4,1,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035755_4df1.json,5,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035755_4df1.json,6,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035755_4df1.json,7,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035755_4df1.json,8,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035755_4df1.json,9,1,3,2
quantum_log_Ethik und Moral_act_nq4_20250418035755_51fd.json,4,1,3,2
quantum_log_Ethik und Moral_act_nq4_20250418035755_51fd.json,10,3,0,3
quantum_log_Ethik und Moral_act_nq4_20250418035755_51fd.json,13,1,3,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035755_101e.json,13,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035755_7f23.json,6,2,4,2
quantum_log_Governance und Politik_act_nq4_20250418035755_7f23.json,7,4,1,3
quantum_log_Governance und Politik_act_nq4_20250418035755_7f23.json,14,2,4,2
quantum_log_Synergien und Integration_act_nq4_20250418035755_5d2b.json,1,1,3,2
quantum_log_Synergien und Integration_act_nq4_20250418035755_5d2b.json,8,0,3,3
quantum_log_Synergien und Integration_act_nq4_20250418035755_5d2b.json,9,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035755_1eb9.json,2,3,0,3
quantum_log_Technologie und Innovation_act_nq4_20250418035755_1eb9.json,3,0,4,4
quantum_log_Technologie und Innovation_act_nq4_20250418035755_1eb9.json,4,4,2,2
quantum_log_Technologie und Innovation_act_nq4_20250418035755_1eb9.json,6,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035755_1eb9.json,7,1,3,2
quantum_log_Technologie und Innovation_act_nq4_20250418035755_1eb9.json,11,2,0,2
quantum_log_Technologie und Innovation_act_nq4_20250418035755_1eb9.json,14,0,3,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035755_c461.json,3,2,4,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035755_c461.json,4,4,1,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035755_c461.json,5,1,4,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035755_c461.json,7,3,0,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035755_c461.json,8,0,3,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035755_c461.json,12,4,1,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035755_c461.json,13,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035755_c461.json,14,3,1,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035755_a992.json,2,2,4,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035755_a992.json,3,4,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035755_a992.json,11,3,0,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035755_a992.json,12,0,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035755_a992.json,14,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035755_7005.json,1,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035755_7005.json,6,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035755_7005.json,10,1,4,3
quantum_log_Cortex Creativus_act_nq4_20250418035755_7005.json,11,4,1,3
quantum_log_Cortex Creativus_act_nq4_20250418035755_7005.json,12,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035755_64e6.json,4,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035755_64e6.json,5,3,1,2
quantum_log_Cortex Criticus_act_nq4_20250418035755_64e6.json,6,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035755_64e6.json,13,2,0,2
quantum_log_Cortex Criticus_act_nq4_20250418035755_64e6.json,14,0,3,3
quantum_log_Limbus Affektus_act_nq4_20250418035755_8d6d.json,1,0,3,3
quantum_log_Limbus Affektus_act_nq4_20250418035755_8d6d.json,2,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035755_8d6d.json,3,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035755_8d6d.json,6,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035755_8d6d.json,10,1,3,2
quantum_log_Meta Cognitio_act_nq4_20250418035755_2a4b.json,1,4,2,2
quantum_log_Meta Cognitio_act_nq4_20250418035755_2a4b.json,7,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035755_2a4b.json,9,0,2,2
quantum_log_Cortex Socialis_act_nq4_20250418035755_4a73.json,2,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035755_4a73.json,7,1,4,3
quantum_log_Cortex Socialis_act_nq4_20250418035755_4a73.json,8,4,2,2
quantum_log_Cortex Socialis_act_nq4_20250418035755_4a73.json,11,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035755_789e.json,9,2,4,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035755_789e.json,10,4,1,3
quantum_log_Ethik und Moral_act_nq4_20250418035755_e7e6.json,2,3,1,2
quantum_log_Ethik und Moral_act_nq4_20250418035755_e7e6.json,7,2,0,2
quantum_log_Ethik und Moral_act_nq4_20250418035755_e7e6.json,8,0,4,4
quantum_log_Ethik und Moral_act_nq4_20250418035755_e7e6.json,9,4,1,3
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035755_4b3d.json,3,1,3,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035755_4b3d.json,10,1,3,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035755_4b3d.json,11,3,1,2
quantum_log_Governance und Politik_act_nq4_20250418035755_f645.json,4,3,1,2
quantum_log_Governance und Politik_act_nq4_20250418035755_f645.json,9,2,0,2
quantum_log_Governance und Politik_act_nq4_20250418035755_f645.json,10,0,2,2
quantum_log_Governance und Politik_act_nq4_20250418035755_f645.json,12,3,1,2
quantum_log_Governance und Politik_act_nq4_20250418035755_f645.json,13,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035755_f645.json,14,3,1,2
quantum_log_Synergien und Integration_act_nq4_20250418035755_f3b7.json,6,4,0,4
quantum_log_Synergien und Integration_act_nq4_20250418035755_f3b7.json,9,2,4,2
quantum_log_Synergien und Integration_act_nq4_20250418035755_f3b7.json,10,4,0,4
quantum_log_Synergien und Integration_act_nq4_20250418035755_f3b7.json,11,0,2,2
quantum_log_Technologie und Innovation_act_nq4_20250418035755_3731.json,5,1,3,2
quantum_log_Technologie und Innovation_act_nq4_20250418035755_3731.json,8,3,0,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035755_e68a.json,6,2,0,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035755_e68a.json,7,0,4,4
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035755_e68a.json,9,3,1,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035755_e68a.json,10,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035755_e68a.json,14,4,0,4
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035755_067f.json,2,2,0,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035755_067f.json,3,0,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035755_067f.json,5,2,0,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035755_067f.json,6,0,4,4
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035755_067f.json,8,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035755_534c.json,3,0,4,4
quantum_log_Cortex Creativus_act_nq4_20250418035755_534c.json,4,4,1,3
quantum_log_Cortex Creativus_act_nq4_20250418035755_534c.json,8,2,4,2
quantum_log_Cortex Creativus_act_nq4_20250418035755_534c.json,9,4,2,2
quantum_log_Cortex Creativus_act_nq4_20250418035755_534c.json,12,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035755_534c.json,13,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035755_051f.json,2,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035755_051f.json,5,3,1,2
quantum_log_Cortex Criticus_act_nq4_20250418035755_051f.json,9,3,1,2
quantum_log_Cortex Criticus_act_nq4_20250418035755_051f.json,10,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035755_051f.json,13,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035755_cf19.json,8,1,4,3
quantum_log_Limbus Affektus_act_nq4_20250418035755_cf19.json,9,4,2,2
quantum_log_Limbus Affektus_act_nq4_20250418035755_cf19.json,11,3,0,3
quantum_log_Limbus Affektus_act_nq4_20250418035755_cf19.json,12,0,2,2
quantum_log_Meta Cognitio_act_nq4_20250418035755_5eec.json,4,1,3,2
quantum_log_Meta Cognitio_act_nq4_20250418035755_5eec.json,8,2,4,2
quantum_log_Meta Cognitio_act_nq4_20250418035755_5eec.json,9,4,1,3
quantum_log_Cortex Socialis_act_nq4_20250418035756_bf17.json,1,2,0,2
quantum_log_Cortex Socialis_act_nq4_20250418035756_bf17.json,3,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035756_bf17.json,4,3,0,3
quantum_log_Cortex Socialis_act_nq4_20250418035756_bf17.json,5,0,3,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035756_b970.json,1,0,2,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035756_b970.json,4,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035756_b970.json,7,3,0,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035756_b970.json,8,0,2,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035756_b970.json,10,2,4,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035756_b970.json,11,4,1,3
quantum_log_Ethik und Moral_act_nq4_20250418035756_5b64.json,1,0,3,3
quantum_log_Ethik und Moral_act_nq4_20250418035756_5b64.json,3,4,2,2
quantum_log_Ethik und Moral_act_nq4_20250418035756_5b64.json,9,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035756_fe5c.json,1,0,2,2
quantum_log_Governance und Politik_act_nq4_20250418035756_fe5c.json,3,2,0,2
quantum_log_Governance und Politik_act_nq4_20250418035756_fe5c.json,4,0,2,2
quantum_log_Governance und Politik_act_nq4_20250418035756_fe5c.json,7,3,1,2
quantum_log_Governance und Politik_act_nq4_20250418035756_fe5c.json,8,1,3,2
quantum_log_Synergien und Integration_act_nq4_20250418035756_b17e.json,1,3,1,2
quantum_log_Synergien und Integration_act_nq4_20250418035756_b17e.json,6,3,0,3
quantum_log_Synergien und Integration_act_nq4_20250418035756_b17e.json,7,0,4,4
quantum_log_Synergien und Integration_act_nq4_20250418035756_b17e.json,8,4,0,4
quantum_log_Synergien und Integration_act_nq4_20250418035756_b17e.json,9,0,3,3
quantum_log_Synergien und Integration_act_nq4_20250418035756_b17e.json,13,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035756_2502.json,7,2,0,2
quantum_log_Technologie und Innovation_act_nq4_20250418035756_2502.json,10,1,4,3
quantum_log_Technologie und Innovation_act_nq4_20250418035756_2502.json,12,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035756_2502.json,13,1,4,3
quantum_log_Technologie und Innovation_act_nq4_20250418035756_2502.json,14,4,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035756_886c.json,1,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035756_886c.json,7,4,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035756_886c.json,9,2,0,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035756_886c.json,10,0,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035756_886c.json,11,2,4,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035756_886c.json,14,3,1,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035756_e638.json,1,0,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035756_e638.json,6,2,0,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035756_e638.json,7,0,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035756_e638.json,11,4,2,2
quantum_log_Cortex Creativus_act_nq4_20250418035756_9f3a.json,11,1,3,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035756_3273.json,2,2,4,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035756_3273.json,3,4,2,2
quantum_log_Cortex Criticus_act_nq4_20250418035756_a984.json,7,2,4,2
quantum_log_Cortex Criticus_act_nq4_20250418035756_a984.json,8,4,1,3
quantum_log_Cortex Criticus_act_nq4_20250418035756_a984.json,10,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035756_a984.json,14,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035756_1ad3.json,5,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035756_1ad3.json,6,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035756_1ad3.json,7,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035756_1ad3.json,9,0,3,3
quantum_log_Limbus Affektus_act_nq4_20250418035756_1ad3.json,10,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035756_1ad3.json,11,1,3,2
quantum_log_Meta Cognitio_act_nq4_20250418035756_a161.json,3,2,0,2
quantum_log_Meta Cognitio_act_nq4_20250418035756_a161.json,4,0,2,2
quantum_log_Cortex Socialis_act_nq4_20250418035756_3b1f.json,1,3,1,2
quantum_log_Cortex Socialis_act_nq4_20250418035756_3b1f.json,4,3,1,2
quantum_log_Cortex Socialis_act_nq4_20250418035756_3b1f.json,5,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035756_3b1f.json,6,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035756_2a5a.json,2,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035756_2a5a.json,3,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035756_2a5a.json,4,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035756_2a5a.json,6,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035756_2a5a.json,9,3,0,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035756_2a5a.json,10,0,3,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035756_2a5a.json,13,3,1,2
quantum_log_Ethik und Moral_act_nq4_20250418035756_0279.json,7,1,3,2
quantum_log_Ethik und Moral_act_nq4_20250418035756_0279.json,9,2,0,2
quantum_log_Ethik und Moral_act_nq4_20250418035756_0279.json,10,0,3,3
quantum_log_Ethik und Moral_act_nq4_20250418035756_0279.json,11,3,1,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035756_3508.json,3,3,1,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035756_3508.json,5,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035756_533e.json,1,3,0,3
quantum_log_Governance und Politik_act_nq4_20250418035756_533e.json,2,0,3,3
quantum_log_Governance und Politik_act_nq4_20250418035756_533e.json,14,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035756_fb80.json,2,1,3,2
quantum_log_Synergien und Integration_act_nq4_20250418035756_fb80.json,3,3,1,2
quantum_log_Synergien und Integration_act_nq4_20250418035756_fb80.json,5,0,3,3
quantum_log_Synergien und Integration_act_nq4_20250418035756_fb80.json,6,3,0,3
quantum_log_Synergien und Integration_act_nq4_20250418035756_fb80.json,7,0,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035756_fb80.json,10,2,4,2
quantum_log_Synergien und Integration_act_nq4_20250418035756_fb80.json,13,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035756_211f.json,2,4,2,2
quantum_log_Technologie und Innovation_act_nq4_20250418035756_211f.json,3,2,0,2
quantum_log_Technologie und Innovation_act_nq4_20250418035756_211f.json,5,0,2,2
quantum_log_Technologie und Innovation_act_nq4_20250418035756_211f.json,10,3,0,3
quantum_log_Technologie und Innovation_act_nq4_20250418035756_211f.json,13,2,4,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035756_dc62.json,1,0,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035756_dc62.json,7,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035756_dc62.json,8,3,0,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035756_dc62.json,13,1,4,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035756_dc62.json,14,4,1,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035756_4923.json,2,2,0,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035756_4923.json,3,0,3,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035756_4923.json,5,2,0,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035756_4923.json,10,3,0,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035756_4923.json,13,0,3,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035756_4923.json,14,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035756_5c79.json,9,3,1,2
quantum_log_Cortex Criticus_act_nq4_20250418035756_0c79.json,1,2,4,2
quantum_log_Cortex Criticus_act_nq4_20250418035756_0c79.json,2,4,2,2
quantum_log_Cortex Criticus_act_nq4_20250418035756_0c79.json,7,4,2,2
quantum_log_Cortex Criticus_act_nq4_20250418035756_0c79.json,9,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035756_0c79.json,14,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035756_c662.json,3,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035756_c662.json,6,2,0,2
quantum_log_Limbus Affektus_act_nq4_20250418035756_c662.json,7,0,3,3
quantum_log_Limbus Affektus_act_nq4_20250418035756_c662.json,8,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035756_c662.json,12,2,4,2
quantum_log_Meta Cognitio_act_nq4_20250418035756_7b13.json,1,4,2,2
quantum_log_Cortex Socialis_act_nq4_20250418035756_bf65.json,5,3,1,2
quantum_log_Cortex Socialis_act_nq4_20250418035756_bf65.json,7,0,2,2
quantum_log_Cortex Socialis_act_nq4_20250418035756_bf65.json,9,1,4,3
quantum_log_Cortex Socialis_act_nq4_20250418035756_bf65.json,10,4,2,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035756_3a85.json,3,4,2,2
